Session_ID,Purchase_Probability,Revenue,PageValues,Month,VisitorType,TrafficType,Region,Purchase_Probability_Clean,Cluster,Cluster_Name
6870,96.87%,True,179.307293,Nov,New_Visitor,2,4,0.9687,0,VIP/Ready to Buy
11270,96.84%,True,41.422095,Nov,New_Visitor,2,4,0.9684,0,VIP/Ready to Buy
10093,96.84%,True,67.02771302,Dec,New_Visitor,2,4,0.9684,0,VIP/Ready to Buy
3138,96.84%,True,115.48625,May,Returning_Visitor,2,3,0.9684,0,VIP/Ready to Buy
6811,96.82%,True,50.4111604,Aug,Returning_Visitor,4,8,0.9682,0,VIP/Ready to Buy
5306,96.81%,True,33.788,May,New_Visitor,3,1,0.9681000000000001,0,VIP/Ready to Buy
865,96.80%,True,17.538,Mar,New_Visitor,8,1,0.968,1,Returning Buyers
5395,96.78%,True,72.52283848,Nov,Returning_Visitor,2,2,0.9678,0,VIP/Ready to Buy
8547,96.77%,True,360.9533839,Dec,Other,20,9,0.9677,0,VIP/Ready to Buy
7865,96.77%,True,125.8939091,Nov,Returning_Visitor,2,4,0.9677,0,VIP/Ready to Buy
7478,96.77%,True,58.9241766,Aug,Returning_Visitor,2,1,0.9677,0,VIP/Ready to Buy
9353,96.76%,True,68.258708,Nov,Returning_Visitor,2,2,0.9676,0,VIP/Ready to Buy
1289,96.75%,True,33.41,Mar,Returning_Visitor,6,1,0.9675,0,VIP/Ready to Buy
7588,96.75%,True,53.6853974,Aug,New_Visitor,2,1,0.9675,0,VIP/Ready to Buy
8539,96.74%,True,68.88769355,Nov,New_Visitor,2,1,0.9673999999999999,0,VIP/Ready to Buy
9605,96.73%,True,36.54680355,Dec,New_Visitor,2,1,0.9673,0,VIP/Ready to Buy
6892,96.72%,True,21.27271783,Jul,New_Visitor,2,7,0.9672,1,Returning Buyers
10459,96.71%,True,89.13481061,Nov,Returning_Visitor,6,3,0.9671,0,VIP/Ready to Buy
11441,96.70%,True,55.5696756,Nov,Returning_Visitor,8,9,0.9670000000000001,0,VIP/Ready to Buy
11606,96.70%,True,14.13268846,Dec,New_Visitor,2,1,0.9670000000000001,1,Returning Buyers
9867,96.68%,True,51.75775772,Dec,New_Visitor,2,1,0.9668000000000001,0,VIP/Ready to Buy
4992,96.67%,True,11.988,May,New_Visitor,11,1,0.9667,1,Returning Buyers
6223,96.65%,True,88.39170518,Oct,Returning_Visitor,20,1,0.9665,0,VIP/Ready to Buy
10299,96.64%,True,83.96813664,Nov,New_Visitor,2,1,0.9664,0,VIP/Ready to Buy
11201,96.64%,True,49.36350729,Nov,Returning_Visitor,7,2,0.9664,0,VIP/Ready to Buy
8750,96.63%,True,42.62274459,Nov,Returning_Visitor,7,3,0.9662999999999999,0,VIP/Ready to Buy
4062,96.61%,True,45.4895,May,Returning_Visitor,4,6,0.9661,0,VIP/Ready to Buy
8902,96.59%,True,43.03066045,Dec,New_Visitor,2,3,0.9659,0,VIP/Ready to Buy
11091,96.58%,True,54.0486956,Nov,New_Visitor,2,7,0.9658,0,VIP/Ready to Buy
5660,96.56%,True,61.30486592,Aug,New_Visitor,5,6,0.9656,0,VIP/Ready to Buy
7231,96.55%,True,67.98927956,Oct,Returning_Visitor,2,1,0.9655,0,VIP/Ready to Buy
8710,96.55%,True,44.98081787,Nov,New_Visitor,8,2,0.9655,0,VIP/Ready to Buy
3945,96.55%,True,53.988,May,Returning_Visitor,4,2,0.9655,0,VIP/Ready to Buy
2231,96.52%,True,25.90331034,May,New_Visitor,4,1,0.9652,0,VIP/Ready to Buy
1149,96.52%,True,33.47777322,Mar,Returning_Visitor,2,7,0.9652,0,VIP/Ready to Buy
7800,96.51%,True,33.50211155,Oct,Returning_Visitor,2,3,0.9651000000000001,0,VIP/Ready to Buy
8205,96.50%,True,13.18554515,Dec,New_Visitor,2,1,0.965,1,Returning Buyers
9593,96.49%,True,38.00063931,Nov,New_Visitor,2,1,0.9649,0,VIP/Ready to Buy
7156,96.46%,False,29.4628439,Nov,New_Visitor,2,3,0.9645999999999999,0,VIP/Ready to Buy
6684,96.46%,True,55.89978907,Jul,Returning_Visitor,4,1,0.9645999999999999,0,VIP/Ready to Buy
5737,96.44%,True,100.7256048,Oct,Returning_Visitor,2,5,0.9643999999999999,0,VIP/Ready to Buy
4730,96.39%,True,28.03452632,May,Returning_Visitor,2,2,0.9639,0,VIP/Ready to Buy
2861,96.38%,True,53.10142857,May,Returning_Visitor,4,6,0.9638,0,VIP/Ready to Buy
3474,96.35%,True,254.6071579,May,New_Visitor,2,1,0.9634999999999999,0,VIP/Ready to Buy
1658,96.34%,True,76.78667659,Mar,Returning_Visitor,10,6,0.9634,0,VIP/Ready to Buy
6325,96.33%,True,28.80119616,Aug,New_Visitor,5,1,0.9632999999999999,0,VIP/Ready to Buy
1153,96.33%,True,21.04864167,Mar,New_Visitor,2,2,0.9632999999999999,1,Returning Buyers
9209,96.33%,True,45.58268367,Nov,New_Visitor,8,2,0.9632999999999999,0,VIP/Ready to Buy
8212,96.32%,True,87.9029606,Dec,Other,20,9,0.9632,0,VIP/Ready to Buy
4123,96.26%,True,57.474,May,New_Visitor,4,5,0.9626,0,VIP/Ready to Buy
1741,96.25%,True,13.62630613,Mar,Returning_Visitor,2,1,0.9625,1,Returning Buyers
2742,96.23%,True,64.788,May,Returning_Visitor,2,1,0.9623,0,VIP/Ready to Buy
7749,96.23%,True,38.27331194,Jul,New_Visitor,4,1,0.9623,0,VIP/Ready to Buy
2018,96.18%,True,54.67634844,Mar,Returning_Visitor,2,7,0.9618000000000001,0,VIP/Ready to Buy
6728,96.17%,True,177.7714536,Nov,Returning_Visitor,20,7,0.9617,0,VIP/Ready to Buy
2737,96.17%,True,55.23646154,May,Returning_Visitor,4,3,0.9617,0,VIP/Ready to Buy
11320,96.13%,True,23.18305163,Dec,New_Visitor,8,1,0.9612999999999999,1,Returning Buyers
8485,96.10%,True,59.6118415,Nov,Returning_Visitor,2,2,0.961,0,VIP/Ready to Buy
10339,96.08%,True,128.4686939,Dec,Returning_Visitor,10,4,0.9608,0,VIP/Ready to Buy
6623,96.06%,True,61.91792063,Aug,New_Visitor,2,3,0.9606,0,VIP/Ready to Buy
3433,96.06%,True,49.3886,May,New_Visitor,3,2,0.9606,0,VIP/Ready to Buy
3578,96.04%,True,44.99,May,Returning_Visitor,5,2,0.9604,0,VIP/Ready to Buy
3252,96.02%,True,58.488,May,Returning_Visitor,6,3,0.9601999999999999,0,VIP/Ready to Buy
6815,96.02%,True,61.80843596,Nov,Returning_Visitor,2,4,0.9601999999999999,0,VIP/Ready to Buy
5677,96.02%,True,78.56959864,Sep,Returning_Visitor,2,3,0.9601999999999999,0,VIP/Ready to Buy
1392,95.99%,False,20.26155684,Mar,New_Visitor,2,2,0.9599,1,Returning Buyers
5353,95.99%,True,23.03329412,May,New_Visitor,2,9,0.9599,1,Returning Buyers
4981,95.96%,True,16.32244444,May,Returning_Visitor,11,6,0.9595999999999999,1,Returning Buyers
9151,95.96%,True,361.7637419,Nov,New_Visitor,2,3,0.9595999999999999,0,VIP/Ready to Buy
2777,95.96%,True,53.22881633,May,New_Visitor,2,3,0.9595999999999999,0,VIP/Ready to Buy
6007,95.93%,True,24.9184548,Oct,Returning_Visitor,2,3,0.9593,1,Returning Buyers
6377,95.92%,True,34.03997536,Sep,Returning_Visitor,1,4,0.9592,0,VIP/Ready to Buy
4397,95.92%,True,38.20940741,May,Returning_Visitor,4,3,0.9592,0,VIP/Ready to Buy
3988,95.92%,True,22.27457143,May,Returning_Visitor,11,1,0.9592,1,Returning Buyers
7957,95.90%,True,52.11335786,Nov,New_Visitor,2,1,0.9590000000000001,0,VIP/Ready to Buy
3918,95.89%,True,47.65566667,May,Returning_Visitor,4,1,0.9589,0,VIP/Ready to Buy
8064,95.88%,True,15.14864831,Nov,New_Visitor,8,9,0.9588,1,Returning Buyers
5993,95.87%,True,62.853261,Sep,New_Visitor,2,4,0.9587,0,VIP/Ready to Buy
7122,95.84%,True,30.54596337,Nov,New_Visitor,4,1,0.9584,0,VIP/Ready to Buy
10033,95.84%,True,58.20233822,Dec,New_Visitor,1,1,0.9584,0,VIP/Ready to Buy
7046,95.83%,True,82.021436,Oct,Returning_Visitor,20,1,0.9582999999999999,0,VIP/Ready to Buy
5199,95.82%,True,49.388,May,Returning_Visitor,4,1,0.9581999999999999,0,VIP/Ready to Buy
5432,95.78%,True,7.68745056,Oct,New_Visitor,3,1,0.9578,1,Returning Buyers
5390,95.78%,True,36.66178288,Oct,New_Visitor,5,2,0.9578,0,VIP/Ready to Buy
2533,95.77%,True,29.31555556,May,Returning_Visitor,2,1,0.9577,0,VIP/Ready to Buy
9198,95.75%,True,100.1655678,Nov,Returning_Visitor,3,1,0.9575,0,VIP/Ready to Buy
8493,95.75%,True,69.46175766,Dec,Returning_Visitor,3,4,0.9575,0,VIP/Ready to Buy
3012,95.75%,True,22.088,May,New_Visitor,5,1,0.9575,1,Returning Buyers
5959,95.75%,True,18.51505467,June,New_Visitor,2,1,0.9575,1,Returning Buyers
9860,95.74%,True,9.836358025,Nov,New_Visitor,2,5,0.9573999999999999,1,Returning Buyers
7080,95.73%,True,71.07435633,Oct,Returning_Visitor,2,1,0.9573,0,VIP/Ready to Buy
3532,95.71%,True,9.641076923,May,New_Visitor,2,8,0.9571,1,Returning Buyers
198,95.70%,True,153.4432478,Mar,Returning_Visitor,8,7,0.9570000000000001,0,VIP/Ready to Buy
8039,95.70%,True,25.7526389,Dec,New_Visitor,2,2,0.9570000000000001,0,VIP/Ready to Buy
2120,95.67%,True,28.39833333,May,New_Visitor,2,8,0.9567,0,VIP/Ready to Buy
10169,95.67%,True,18.85086521,Dec,New_Visitor,8,1,0.9567,1,Returning Buyers
11514,95.64%,True,18.85445822,Nov,Returning_Visitor,2,1,0.9564,1,Returning Buyers
10693,95.64%,True,16.1585582,Nov,Returning_Visitor,8,3,0.9564,1,Returning Buyers
6756,95.64%,True,60.71287168,Sep,Returning_Visitor,2,7,0.9564,0,VIP/Ready to Buy
6147,95.62%,True,54.91911804,Sep,New_Visitor,2,7,0.9562,0,VIP/Ready to Buy
4245,95.60%,True,17.808,May,Returning_Visitor,6,8,0.956,1,Returning Buyers
7251,95.59%,True,13.59007196,Oct,Returning_Visitor,2,3,0.9559000000000001,1,Returning Buyers
2416,95.57%,True,71.488,May,New_Visitor,2,2,0.9556999999999999,0,VIP/Ready to Buy
9855,95.56%,True,111.2629939,Nov,Returning_Visitor,2,1,0.9556,0,VIP/Ready to Buy
7587,95.54%,True,33.83646892,June,New_Visitor,1,6,0.9554,0,VIP/Ready to Buy
8989,95.54%,True,50.07598981,Nov,Returning_Visitor,10,7,0.9554,0,VIP/Ready to Buy
6667,95.53%,True,67.18378365,Nov,Returning_Visitor,6,1,0.9553,0,VIP/Ready to Buy
4950,95.50%,True,44.56114286,May,Returning_Visitor,5,9,0.955,0,VIP/Ready to Buy
6531,95.48%,True,50.36347405,Jul,Returning_Visitor,1,3,0.9548000000000001,0,VIP/Ready to Buy
12077,95.48%,True,30.30681247,Dec,Returning_Visitor,2,1,0.9548000000000001,0,VIP/Ready to Buy
7762,95.47%,True,28.69843548,Oct,New_Visitor,2,6,0.9547,0,VIP/Ready to Buy
2657,95.46%,True,32.14213333,May,Returning_Visitor,6,2,0.9545999999999999,0,VIP/Ready to Buy
9146,95.43%,True,29.62188989,Dec,Returning_Visitor,10,9,0.9543,0,VIP/Ready to Buy
1951,95.42%,True,57.96417654,Mar,New_Visitor,3,2,0.9542,0,VIP/Ready to Buy
2548,95.42%,True,39.97777778,May,Returning_Visitor,2,1,0.9542,0,VIP/Ready to Buy
8641,95.41%,True,14.1273698,Nov,New_Visitor,8,4,0.9541,1,Returning Buyers
10163,95.41%,True,18.1695357,Nov,New_Visitor,8,1,0.9541,1,Returning Buyers
10238,95.40%,True,17.22281788,Nov,New_Visitor,2,1,0.9540000000000001,1,Returning Buyers
10415,95.37%,True,42.70505393,Dec,Other,20,9,0.9537,0,VIP/Ready to Buy
